title,director,cast,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,rating_tier,year_added,month_added,movie_age
I'm Still Here,Casey Affleck,"Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale, Casey Affleck",United States of America,9/10/2010,2010,6,"Music, Comedy, Drama",en,20.803,373,6,,,Average,2010,September,15
Belle épine,Rebecca Zlotowski,"Léa Seydoux, Anaïs Demoustier, Johan Libéreau, Nicolas Maury, Guillaume Gouix",France,11/10/2010,2010,5.5,Drama,fr,20.789,53,5.5,,,Average,2010,November,15
Charlie St. Cloud,Burr Steers,"Zac Efron, Charlie Tahan, Amanda Crew, Augustus Prew, Donal Logue",United States of America,7/30/2010,2010,6.965,"Drama, Romance",en,20.742,2173,6.965,44000000,48200000,Good,2010,July,15
Skyline,"Greg Strause, Colin Strause","Eric Balfour, Scottie Thompson, David Zayas, Donald Faison, Brittany Daniel",United States of America,11/11/2010,2010,5.013,"Science Fiction, Action, Thriller",en,20.734,1637,5.013,10500000,66984887,Average,2010,November,15
Flower & Snake 3,Yusuke Narita,"Minako Komukai, Yasukaze Motomiya, Shōhei Hino, Mari Komatsuzaki, Kei Mizutani",Japan,8/28/2010,2010,6.117,"Drama, Romance, Thriller, Horror",ja,20.567,30,6.117,,,Average,2010,August,15
Chloe,Atom Egoyan,"Amanda Seyfried, Julianne Moore, Liam Neeson, Max Thieriot, R.H. Thomson","Canada, United States of America, France",2/25/2010,2010,6.1,"Drama, Thriller, Mystery",en,20.458,1728,6.1,14000000,13657649,Average,2010,February,15
When in Rome,Mark Steven Johnson,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito, Will Arnett",United States of America,1/29/2010,2010,6,"Comedy, Fantasy, Romance",en,20.362,1214,6,55000000,43042835,Average,2010,January,15
Legend of the BoneKnapper Dragon,John Puglisi,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",United States of America,10/14/2010,2010,6.965,"Animation, Fantasy, Family, Adventure, Comedy, TV Movie",en,20.344,256,6.965,,,Good,2010,October,15
Troll Hunter,André Øvredal,"Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen, Hans Morten Hansen",Norway,10/29/2010,2010,6.7,"Fantasy, Horror",no,20.266,1605,6.7,3500000,4159678,Good,2010,October,15
Student Services,Emmanuelle Bercot,"Déborah François, Mathieu Demy, Alain Cauchi, Benjamin Siksou, Anna Sigalevitch",France,1/18/2010,2010,5.3,Drama,fr,20.139,125,5.3,,,Average,2010,January,15
Daybreakers,"Michael Spierig, Peter Spierig","Ethan Hawke, Sam Neill, Willem Dafoe, Claudia Karvan, Isabel Lucas","United States of America, Australia",1/6/2010,2010,6.3,"Action, Fantasy, Science Fiction",en,20.059,1972,6.3,20000000,51417188,Average,2010,January,15
Never Let Me Go,Mark Romanek,"Carey Mulligan, Keira Knightley, Andrew Garfield, Izzy Meikle-Small, Ella Purnell","United Kingdom, United States of America",3/18/2010,2010,6.9,"Drama, Romance, Science Fiction",en,19.744,2302,6.9,15000000,9918093,Good,2010,March,15
Little Fockers,"Paul Weitz, Greg Glienna","Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman, Barbra Streisand",United States of America,12/21/2010,2010,5.645,"Comedy, Romance",en,19.651,3251,5.645,100000000,310650585,Average,2010,December,15
The Bounty Hunter,Andy Tennant,"Gerard Butler, Jennifer Aniston, Peter Greene, Jeff Garlin, Jason Sudeikis",United States of America,3/16/2010,2010,5.855,"Action, Comedy, Romance",en,19.636,2860,5.855,40000000,136300000,Average,2010,March,15
The Ghost Writer,Roman Polanski,"Ewan McGregor, Pierce Brosnan, Kim Cattrall, Olivia Williams, Tom Wilkinson","Belgium, France, Germany, United Kingdom, United States of America",2/12/2010,2010,6.8,"Thriller, Mystery",en,19.59,2250,6.8,45000000,60300000,Good,2010,February,15
Let Me In,Matt Reeves,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Elias Koteas, Sasha Barrese","Sweden, United Kingdom, United States of America",10/1/2010,2010,6.8,"Drama, Horror, Mystery",en,19.481,2020,6.8,20000000,24145613,Good,2010,October,15
Paranormal Activity: Tokyo Night,Toshikazu Nagae,"Aoi Nakamura, Noriko Aoyama, Kosuke Kujirai, Ayako Yoshitani, Kazuyoshi Tsumura",Japan,11/20/2010,2010,6,"Horror, Thriller",ja,19.335,435,6,1350000,4160000,Average,2010,November,15
30 Days of Night: Dark Days,Ben Ketai,"Kiele Sanchez, Mia Kirshner, Diora Baird, Rhys Coiro, Harold Perrineau",United States of America,10/4/2010,2010,5,"Horror, Thriller",en,19.058,524,5,,,Poor,2010,October,15
The Silence,Baran bo Odar,"Ulrich Thomsen, Wotan Wilke Möhring, Katrin Sass, Sebastian Blomberg, Burghart Klaußner",Germany,8/13/2010,2010,6.6,"Crime, Thriller, Drama",de,18.956,137,6.6,,416675,Good,2010,August,15
Don't Be Afraid of the Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Alan Dale","Australia, Mexico, United States of America",11/6/2010,2010,5.775,"Fantasy, Horror, Thriller",en,18.785,1045,5.775,25000000,36993168,Average,2010,November,15
The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe",United States of America,12/10/2010,2010,7.4,Drama,en,18.607,4397,7.4,25000000,129190869,Good,2010,December,15
Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson",United States of America,2/2/2010,2010,7,"Science Fiction, Animation, Action, Fantasy",en,18.537,491,7,,7000000,Good,2010,February,15
Bleach the Movie: Hell Verse,"Noriyuki Abe, Yoshifumi Sueda, Yuzuru Tachikawa, Kazunori Mizuno","Masakazu Morita, Fumiko Orikasa, Noriaki Sugiyama, Hiroki Yasumoto, Yuki Matsuoka",Japan,12/4/2010,2010,7.6,"Action, Animation, Fantasy, Adventure",ja,18.532,180,7.6,,8749681,Good,2010,December,15
The Crazies,Breck Eisner,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker, Joe Reegan","United Arab Emirates, United States of America",2/26/2010,2010,6.279,"Mystery, Horror, Action",en,18.477,2069,6.279,20000000,54956140,Average,2010,February,15
Centurion,Neil Marshall,"Michael Fassbender, Olga Kurylenko, David Morrissey, Liam Cunningham, Dominic West","France, United Kingdom",2/15/2010,2010,6.231,"Adventure, Action, Drama",en,18.457,1425,6.231,12000000,6890432,Average,2010,February,15
Burlesque,Steve Antin,"Cher, Christina Aguilera, Cam Gigandet, Kristen Bell, Stanley Tucci",United States of America,11/23/2010,2010,7.2,"Drama, Romance",en,18.373,2252,7.2,55000000,89500000,Good,2010,November,15
Meteor Storm,Tibor Takács,"Michael Trucco, Kari Matchett, Brett Dier, Eric Johnson, Kevin McNulty",United States of America,1/30/2010,2010,4.881,"Science Fiction, Adventure, TV Movie",en,18.295,63,4.881,,,Poor,2010,January,15
Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Zoe Saldaña, Tracy Morgan, Regina Hall",United States of America,4/15/2010,2010,5.8,Comedy,en,18.275,985,5.8,21000000,49050886,Average,2010,April,15
Wall Street: Money Never Sleeps,Oliver Stone,"Michael Douglas, Shia LaBeouf, Josh Brolin, Carey Mulligan, Frank Langella",United States of America,9/20/2010,2010,6.1,"Drama, Crime",en,18.214,1545,6.1,70000000,134748021,Average,2010,September,15
Jonah Hex,Jimmy Hayward,"Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender, Will Arnett",United States of America,6/18/2010,2010,4.9,"Action, Western, Drama, Fantasy, Thriller",en,18.183,1442,4.9,47000000,10539000,Poor,2010,June,15
71: Into the Fire,John H. Lee,"Kwon Sang-woo, Choi Seung-hyun, Kim Seung-woo, Cha Seung-won, Kim Hye-seong",South Korea,6/16/2010,2010,7.518,War,ko,17.98,192,7.518,10400000,20967660,Good,2010,June,15
Siren XXX: Magical Pleasure,Shintarô Ashizuka,"Marica Hase, Yuko Sakurai, Ryuki Nishimoto, Nao Okabe",Japan,8/13/2010,2010,6.1,"Thriller, Drama",ja,17.936,21,6.1,,,Average,2010,August,15
Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane",United States of America,2/10/2010,2010,5.9,"Comedy, Romance",en,17.915,3057,5.9,52000000,216500000,Average,2010,February,15
Gulliver's Travels,Rob Letterman,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet, Billy Connolly",United States of America,12/23/2010,2010,5.203,"Family, Comedy, Adventure, Fantasy",en,17.776,2414,5.203,112000000,237382724,Average,2010,December,15
Edge of Darkness,Martin Campbell,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novaković, Shawn Roberts","United Kingdom, United States of America",1/28/2010,2010,6.3,"Crime, Drama, Mystery, Thriller",en,17.755,1551,6.3,80000000,81126522,Average,2010,January,15
Bloomington,Fernanda Cardoso,"Allison McAtee, Sarah Stouffer, Katherine Ann McGregor, Ray Zupp, J. Blakemore",United States of America,6/23/2010,2010,6.6,"Romance, Drama",en,17.519,157,6.6,,,Good,2010,June,15
The Losers,Sylvain White,"Jeffrey Dean Morgan, Zoe Saldaña, Chris Evans, Idris Elba, Columbus Short",United States of America,4/23/2010,2010,6.3,"Action, Adventure, Crime, Mystery, Thriller",en,17.425,1830,6.3,25000000,23580000,Average,2010,April,15
Prep & Landing Stocking Stuffer: Operation: Secret Santa,"Stevie Wermers-Skelton, Kevin Deters","Sarah Chalke, Dave Foley, Derek Richardson, William Morgan Sheppard, Betty White",United States of America,12/7/2010,2010,6.4,"Animation, Family, Fantasy",en,17.075,112,6.4,,,Average,2010,December,15
Dear John,Lasse Hallström,"Amanda Seyfried, Channing Tatum, Richard Jenkins, Henry Thomas, D.J. Cotrona",United States of America,2/4/2010,2010,6.8,"Drama, Romance, War",en,17.041,4162,6.8,25000000,114977104,Good,2010,February,15
Batman: Under the Red Hood,Brandon Vietti,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris, Jason Isaacs, John DiMaggio",United States of America,7/27/2010,2010,7.735,"Mystery, Crime, Animation",en,17.033,1615,7.735,,6629178,Good,2010,July,15
Life As We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett",United States of America,10/2/2010,2010,6.9,"Comedy, Romance, Drama",en,17.009,3135,6.9,38000000,105734416,Good,2010,October,15
Avatar: Creating the World of Pandora,Thomas C. Grane,"James Cameron, Laz Alonso, Richard Baneham, Christopher Boyes, Rick Carter",United States of America,2/7/2010,2010,6.5,Documentary,en,16.887,157,6.5,,,Average,2010,February,15
Arthur 3: The War of the Two Worlds,Luc Besson,"Freddie Highmore, Mia Farrow, Robert Stanton, Penny Balfour, David Gasman",France,8/22/2010,2010,5.78,"Animation, Adventure, Fantasy, Family",fr,16.847,1532,5.78,70200000,33885979,Average,2010,August,15
Confessions,Tetsuya Nakashima,"Takako Matsu, Masaki Okada, Yoshino Kimura, Yukito Nishii, Kaoru Fujiwara",Japan,6/4/2010,2010,7.575,"Drama, Thriller, Mystery",ja,16.839,897,7.575,,45203103,Good,2010,June,15
Fate/stay night: Unlimited Blade Works,"Yuji Yamaguchi, Kenichi Takeshita","Ayako Kawasumi, Noriaki Sugiyama, Junichi Suwabe, Kana Ueda, Jouji Nakata",Japan,1/23/2010,2010,7,"Action, Fantasy, Animation, Drama",ja,16.805,77,7,,3205829,Good,2010,January,15
Superman/Shazam!: The Return of Black Adam,Joaquim Dos Santos,"George Newbern, Jerry O'Connell, Arnold Vosloo, Zach Callison, James Garner",United States of America,11/16/2010,2010,7,"Animation, Action",en,16.793,1512,7,,,Good,2010,November,15
Dante's Inferno: An Animated Epic,"Lee Seung-Gyu, Victor Cook, Jong-Sik Nam, Mike Disa, Yasuomi Umetsu, Shuko Murase, Sangjin Kim","Graham McTavish, Vanessa Branch, Peter Jessop, Steve Blum, Mark Hamill","United States of America, Japan, Singapore, South Korea",2/9/2010,2010,6.941,"Action, Adventure, Animation, Horror",en,16.793,520,6.941,,,Good,2010,February,15
Let the Bullets Fly,Jiang Wen,"Jiang Wen, Chow Yun-Fat, Ge You, Carina Lau Kar-Ling, Shao Bing","China, Hong Kong",12/20/2010,2010,7.8,"Action, Comedy",zh,16.78,300,7.8,,104731450,Good,2010,December,15
Get Him to the Greek,Nicholas Stoller,"Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Tyler McKinney",United States of America,6/3/2010,2010,6,"Adventure, Comedy, Music",en,16.656,1783,6,40000000,90029656,Average,2010,June,15
Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis, Viviane Senna","United Kingdom, United States of America, France",10/7/2010,2010,8.1,Documentary,en,16.643,1068,8.1,,8212430,Excellent,2010,October,15
Cop Out,Kevin Smith,"Bruce Willis, Tracy Morgan, Seann William Scott, Ana de la Reguera, Adam Brody",United States of America,2/26/2010,2010,5.5,"Action, Comedy, Crime",en,16.596,1519,5.5,30000000,55600000,Average,2010,February,15
Detective Conan: The Lost Ship in the Sky,Yasuichiro Yamamoto,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama, Megumi Hayashibara",Japan,4/17/2010,2010,7.1,"Animation, Crime, Mystery, Action",ja,16.473,125,7.1,,36407407,Good,2010,April,15
Scooby-Doo! Camp Scare,Ethan Spaulding,"Frank Welker, Mindy Cohn, Matthew Lillard, Grey DeLisle, Dee Bradley Baker",United States of America,9/14/2010,2010,7.9,"Animation, Comedy, Family, Mystery",en,16.473,307,7.9,,,Good,2010,September,15
The Experiment,Paul T. Scheuring,"Adrien Brody, Cam Gigandet, Forest Whitaker, Maggie Grace, Clifton Collins Jr.",United States of America,7/15/2010,2010,6.4,"Thriller, Drama",en,16.464,1217,6.4,21800000,,Average,2010,July,15
Open Season 3,Cody Cameron,"Matthew J. Munn, Nika Futterman, Maddie Taylor, Karley Scott Collins, Ciara Bravo",United States of America,10/21/2010,2010,5.6,"Adventure, Animation, Family, Comedy",en,16.458,617,5.6,,,Average,2010,October,15
Monster High: New Ghoul at School,"Eric Radomski, Audu Paden","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal",United States of America,10/31/2010,2010,6.8,"Family, Animation, Fantasy",en,16.43,48,6.8,,,Good,2010,October,15
How Do You Know,James L. Brooks,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson, Kathryn Hahn",United States of America,12/17/2010,2010,5.305,"Comedy, Drama, Romance",en,16.422,992,5.305,120000000,48668907,Average,2010,December,15
Burning Bright,Carlos Brooks,"Briana Evigan, Garret Dillahunt, Charlie Tahan, Peggy Sheffield, Mary Rachel Quinn",United States of America,8/17/2010,2010,6.3,"Drama, Horror, Thriller",en,16.401,276,6.3,,58147,Average,2010,August,15
13 Assassins,Takashi Miike,"Koji Yakusho, Takayuki Yamada, Yûsuke Iseya, Goro Inagaki, Kazue Fukiishi","Japan, United Kingdom",9/9/2010,2010,7.3,"Adventure, Drama, Action",ja,16.249,1141,7.3,6000000,17555141,Good,2010,September,15
Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Scott Glenn, Dylan Walsh, Fred Thompson",United States of America,8/20/2010,2010,7.4,Drama,en,16.175,599,7.4,35000000,60300000,Good,2010,August,15
Hereafter,Clint Eastwood,"Matt Damon, Cécile de France, Bryce Dallas Howard, Thierry Neuvic, Cyndi Mayo Davis",United States of America,10/22/2010,2010,6.105,"Drama, Fantasy",en,16.103,1686,6.105,50000000,107000000,Average,2010,October,15
"Tomorrow, When the War Began",Stuart Beattie,"Caitlin Stasey, Rachel Hurd-Wood, Phoebe Tonkin, Deniz Akdeniz, Lincoln Lewis",Australia,8/8/2010,2010,6.2,"Action, Adventure, Drama",en,16.093,505,6.2,27000000,16533595,Average,2010,August,15
Superman/Batman: Apocalypse,Lauren Montgomery,"Tim Daly, Kevin Conroy, Summer Glau, Ed Asner, Andre Braugher",United States of America,9/28/2010,2010,7.15,"Science Fiction, Action, Adventure, Animation",en,15.981,705,7.15,3500000,,Good,2010,September,15
Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Brandon Mychal Smith, Chelsea Kane, Maggie Castle",United States of America,2/14/2010,2010,7,"Romance, Comedy, TV Movie, Music",en,15.916,1191,7,,,Good,2010,February,15
Killers,Robert Luketic,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara, Katheryn Winnick",United States of America,6/4/2010,2010,6,"Action, Comedy, Thriller, Romance",en,15.861,2202,6,75000000,98159963,Average,2010,June,15
Bedevilled,Jang Cheol-soo,"Seo Young-hee, Ji Sung-won, Baek Su-ryeon, Park Jeong-hak, Bae Sung-woo",South Korea,8/19/2010,2010,7.2,"Thriller, Crime, Drama, Horror",ko,15.765,419,7.2,700000,,Good,2010,August,15
Julia's Eyes,Guillem Morales,"Belén Rueda, Lluís Homar, Pablo Derqui, Francesc Orella, Joan Dalmau","Belgium, Spain",8/16/2010,2010,6.647,"Horror, Thriller",es,15.688,791,6.647,,12884923,Good,2010,August,15
Jackass 3D,Jeff Tremaine,"Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O, Chris Pontius",United States of America,10/15/2010,2010,6.6,"Comedy, Documentary, Action",en,15.68,1364,6.6,20000000,117224271,Good,2010,October,15
Free Willy: Escape from Pirate's Cove,Will Geiger,"Beau Bridges, Bindi Irwin, Matthew Dylan Roberts, Kevin Otto, Darron Meyer","South Africa, United States of America",3/23/2010,2010,6.2,"Family, Adventure, Drama",en,15.658,183,6.2,,,Average,2010,March,15
Milf,Scott Wheeler,"Jack Cullison, Philip Marlatt, Joseph Booton, Ramon Camacho, Amy Lindsay",United States of America,10/17/2010,2010,4.489,Comedy,en,15.649,89,4.489,500000,,Poor,2010,October,15
Yogi Bear,Eric Brevig,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh, T.J. Miller","United States of America, New Zealand",12/17/2010,2010,5.6,"Comedy, Family, Animation, Adventure",en,15.564,891,5.6,80000000,203509374,Average,2010,December,15
A Turtle's Tale: Sammy's Adventures,Ben Stassen,"Yuri Lowenthal, Gemma Arterton, Isabelle Fuhrman, Melanie Griffith, Tim Curry","Belgium, France, Italy, United States of America",8/4/2010,2010,6.003,"Animation, Family",en,15.48,641,6.003,,71594792,Average,2010,August,15
The Disappearance of Haruhi Suzumiya,"Yasuhiro Takemoto, Tatsuya Ishihara","Tomokazu Sugita, Aya Hirano, Minori Chihara, Yuko Goto, Daisuke Ono",Japan,2/5/2010,2010,7.9,"Animation, Comedy, Science Fiction, Mystery, Drama",ja,15.353,260,7.9,,,Good,2010,February,15
Date Night,Shawn Levy,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson, Jimmi Simpson",United States of America,4/8/2010,2010,6.1,"Comedy, Action, Adventure",en,15.339,2873,6.1,55000000,152300000,Average,2010,April,15
Nude,Yûichi Onuma,"Naoko Watanabe, Ken Mitsuishi, Aimi Satsukawa, Mihiro, Tsuyoshi Gotô",Japan,9/18/2010,2010,6.5,Drama,ja,15.317,9,6.5,,,Average,2010,September,15
Devil,John Erick Dowdle,"Chris Messina, Bojana Novaković, Jenny O'Hara, Logan Marshall-Green, Jacob Vargas",United States of America,9/16/2010,2010,6.1,"Horror, Mystery, Thriller",en,15.29,2899,6.1,10000000,33583175,Average,2010,September,15
The Client List,Eric Laneuville,"Jennifer Love Hewitt, Teddy Sears, Sonja Bennett, Lynda Boyd, Chelah Horsdal",United States of America,7/19/2010,2010,5.9,"Drama, TV Movie",en,15.235,259,5.9,,,Average,2010,July,15
Yu-Gi-Oh!: Bonds Beyond Time,Kenichi Takeshita,"Yuya Miyashita, KENN, Shunsuke Kazama, Atsushi Tamura, Jirou Jay Takasugi",Japan,1/23/2010,2010,6.5,"Animation, Fantasy",ja,15.211,131,6.5,,3156482,Average,2010,January,15
The Back-Up Plan,Alan Poul,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson",United States of America,4/23/2010,2010,6.1,"Comedy, Romance",en,15.209,1408,6.1,35000000,77477008,Average,2010,April,15
